variant,zone_consts,zone,extra_ms,phase,age_path_ms,total_hard,z0_hard,z1_hard,z2_hard,z3_hard,soft_pct,fleet_max_ey_m,profile,duration_s,git_sha
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,1.0,140.5,0,0,0,0,0,4.58,0.6575,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,2.0,140.5,0,0,0,0,0,4.67,0.6604,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,3.0,140.5,0,0,0,0,0,4.75,0.6633,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,4.0,140.5,0,0,0,0,0,4.81,0.6662,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,5.0,140.5,0,0,0,0,0,4.87,0.6692,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,6.0,140.5,0,0,0,0,0,4.93,0.6722,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,7.0,140.5,0,0,0,0,0,5.0,0.6752,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,8.0,140.5,0,0,0,0,0,5.06,0.6783,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,9.0,140.5,0,0,0,0,0,5.32,0.6813,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,10.0,140.5,0,0,0,0,0,5.48,0.6845,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,11.0,140.5,0,0,0,0,0,5.67,0.6876,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,12.0,140.5,0,0,0,0,0,5.8,0.6908,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,13.0,140.5,0,0,0,0,0,5.94,0.694,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,14.0,140.5,0,0,0,0,0,6.03,0.6972,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,15.0,140.5,0,0,0,0,0,6.28,0.7004,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,16.0,140.5,0,0,0,0,0,6.41,0.7037,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,17.0,140.5,0,0,0,0,0,6.53,0.707,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,18.0,140.5,0,0,0,0,0,6.67,0.7104,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,19.0,140.5,0,0,0,0,0,6.8,0.7137,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,19.9,140.5,0,0,0,0,0,6.93,0.719,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,0.0,150.5,0,0,0,0,0,4.66,0.7318,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,1.0,150.5,0,0,0,0,0,4.79,0.7351,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,2.0,150.5,0,0,0,0,0,4.87,0.7385,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,3.0,150.5,0,0,0,0,0,4.97,0.7418,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,4.0,150.5,0,0,0,0,0,5.01,0.7453,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,5.0,150.5,0,0,0,0,0,5.11,0.7487,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,6.0,150.5,0,0,0,0,0,5.12,0.7522,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,7.0,150.5,0,0,0,0,0,5.27,0.7557,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,8.0,150.5,0,0,0,0,0,5.4,0.7592,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,9.0,150.5,0,0,0,0,0,5.72,0.7627,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,10.0,150.5,0,0,0,0,0,5.89,0.7663,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,11.0,150.5,0,0,0,0,0,6.04,0.7699,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,12.0,150.5,0,0,0,0,0,6.17,0.7735,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,13.0,150.5,0,0,0,0,0,6.35,0.7771,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,14.0,150.5,0,0,0,0,0,6.53,0.7808,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,15.0,150.5,0,0,0,0,0,6.67,0.7845,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,16.0,150.5,0,0,0,0,0,6.8,0.7882,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,17.0,150.5,0,0,0,0,0,6.92,0.792,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,18.0,150.5,0,0,0,0,0,7.01,0.7957,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,19.0,150.5,0,0,0,0,0,7.14,0.7995,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,60,19.9,150.5,5,0,0,0,5,7.29,0.8017,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,0.0,160.5,0,0,0,0,0,5.54,0.7964,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,1.0,160.5,1,0,0,0,1,5.68,0.8001,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,2.0,160.5,7,0,0,0,7,5.81,0.8039,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,3.0,160.5,10,0,0,0,10,5.91,0.8077,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,4.0,160.5,13,0,0,0,13,5.98,0.8115,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,5.0,160.5,15,0,0,0,15,6.09,0.8153,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,6.0,160.5,17,0,0,0,17,6.17,0.8191,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,7.0,160.5,18,0,0,0,18,6.25,0.823,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,8.0,160.5,20,0,0,0,20,6.34,0.8269,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,9.0,160.5,21,0,0,0,21,6.63,0.8308,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,10.0,160.5,23,0,0,0,23,6.81,0.8348,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,11.0,160.5,24,0,0,0,24,6.93,0.8387,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,12.0,160.5,25,0,0,0,25,7.05,0.8427,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,13.0,160.5,26,0,0,0,26,7.17,0.8467,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,14.0,160.5,27,0,0,0,27,7.28,0.8507,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,15.0,160.5,29,1,0,0,28,7.41,0.8548,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,16.0,160.5,29,1,0,0,28,7.48,0.8588,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,17.0,160.5,30,1,0,0,29,7.55,0.8629,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,18.0,160.5,31,1,0,0,30,7.66,0.867,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,19.0,160.5,32,2,0,0,30,7.74,0.8711,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,70,19.9,160.5,32,2,0,0,30,7.86,0.8707,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,0.0,170.5,26,1,0,0,25,6.37,0.8505,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,1.0,170.5,27,1,0,0,26,6.48,0.8546,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,2.0,170.5,29,2,0,0,27,6.55,0.8587,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,3.0,170.5,29,2,0,0,27,6.67,0.8628,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,4.0,170.5,30,2,0,0,28,6.75,0.8669,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,5.0,170.5,32,3,0,0,29,6.82,0.8711,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,6.0,170.5,32,3,0,0,29,6.86,0.8753,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,7.0,170.5,33,3,0,0,30,6.93,0.8795,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,8.0,170.5,33,3,0,0,30,7.0,0.8837,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,9.0,170.5,35,4,0,0,31,7.24,0.8879,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,10.0,170.5,35,3,0,0,32,7.45,0.8922,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,11.0,170.5,36,3,0,0,33,7.56,0.8964,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,12.0,170.5,36,3,0,0,33,7.67,0.9007,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,13.0,170.5,37,3,0,0,34,7.76,0.905,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,14.0,170.5,38,4,0,0,34,7.86,0.9094,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,15.0,170.5,39,4,0,0,35,7.95,0.9137,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,16.0,170.5,48,4,0,0,44,8.0,0.9181,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,17.0,170.5,54,4,0,0,50,8.11,0.9224,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,18.0,170.5,57,4,0,0,53,8.19,0.9268,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,19.0,170.5,61,5,0,0,56,8.29,0.9312,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,80,19.9,170.5,62,5,0,0,57,8.55,0.928,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,0.0,180.5,58,5,0,0,53,7.17,0.8998,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,1.0,180.5,60,5,0,0,55,7.29,0.9042,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,2.0,180.5,62,5,0,0,57,7.41,0.9086,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,3.0,180.5,63,5,0,0,58,7.51,0.913,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,4.0,180.5,66,5,0,0,61,7.57,0.9174,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,5.0,180.5,68,6,0,0,62,7.64,0.9219,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,6.0,180.5,69,6,0,0,63,7.71,0.9264,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,7.0,180.5,71,6,0,0,65,7.79,0.9308,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,8.0,180.5,73,6,0,0,67,7.83,0.9353,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,9.0,180.5,74,6,0,0,68,8.09,0.9399,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,10.0,180.5,77,6,0,0,71,8.26,0.9444,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,11.0,180.5,78,6,0,0,72,8.4,0.949,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,12.0,180.5,79,6,0,0,73,8.52,0.9535,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,13.0,180.5,81,6,0,0,75,8.58,0.9581,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,14.0,180.5,82,6,0,0,76,8.71,0.9627,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,15.0,180.5,83,6,0,0,77,8.81,0.9674,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,16.0,180.5,86,7,0,0,79,8.87,0.972,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,17.0,180.5,87,7,0,0,80,8.96,0.9766,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,18.0,180.5,88,7,0,0,81,9.05,0.9813,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,19.0,180.5,90,7,0,0,83,9.11,0.986,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,90,19.9,180.5,89,7,0,0,82,9.25,0.9831,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,0.0,190.5,86,9,0,0,77,7.73,0.9539,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,1.0,190.5,87,9,0,0,78,7.84,0.9585,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,2.0,190.5,88,9,0,0,79,7.93,0.9632,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,3.0,190.5,89,9,0,0,80,8.03,0.9679,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,4.0,190.5,90,9,0,0,81,8.08,0.9726,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,5.0,190.5,91,9,0,0,82,8.17,0.9774,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,6.0,190.5,93,10,0,0,83,8.22,0.9821,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,7.0,190.5,95,10,0,0,85,8.28,0.9869,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,8.0,190.5,95,10,0,0,85,8.34,0.9917,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,9.0,190.5,96,10,0,0,86,8.61,0.9965,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,10.0,190.5,97,9,0,0,88,8.78,1.0013,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,11.0,190.5,98,9,0,0,89,8.89,1.0062,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,12.0,190.5,98,9,0,0,89,8.96,1.011,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,13.0,190.5,101,9,0,0,92,9.06,1.0159,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,14.0,190.5,102,10,0,0,92,9.18,1.0208,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,15.0,190.5,103,10,0,0,93,9.27,1.0257,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,16.0,190.5,104,10,0,0,94,9.36,1.0306,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,17.0,190.5,105,10,0,0,95,9.4,1.0356,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,18.0,190.5,105,10,0,0,95,9.47,1.0405,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,19.0,190.5,106,10,0,0,96,9.54,1.0455,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,100,19.9,190.5,106,10,0,0,96,9.63,1.0435,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,0.0,150.5,0,0,0,0,0,4.94,0.4399,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,1.0,150.5,0,0,0,0,0,4.99,0.4447,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,2.0,150.5,0,0,0,0,0,5.03,0.4495,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,3.0,150.5,0,0,0,0,0,5.08,0.4543,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,4.0,150.5,0,0,0,0,0,5.12,0.4592,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,5.0,150.5,0,0,0,0,0,5.16,0.464,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,6.0,150.5,0,0,0,0,0,5.21,0.4688,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,7.0,150.5,0,0,0,0,0,5.26,0.4737,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,8.0,150.5,0,0,0,0,0,5.28,0.4785,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,9.0,150.5,0,0,0,0,0,5.31,0.4834,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,10.0,150.5,0,0,0,0,0,5.37,0.4882,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,11.0,150.5,0,0,0,0,0,5.4,0.493,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,12.0,150.5,0,0,0,0,0,5.45,0.4979,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,13.0,150.5,0,0,0,0,0,5.47,0.5027,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,14.0,150.5,0,0,0,0,0,5.53,0.5076,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,15.0,150.5,0,0,0,0,0,5.57,0.5125,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,16.0,150.5,0,0,0,0,0,5.62,0.5173,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,17.0,150.5,0,0,0,0,0,5.69,0.5222,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,18.0,150.5,0,0,0,0,0,5.76,0.527,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,19.0,150.5,0,0,0,0,0,5.82,0.5319,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,60,19.9,150.5,0,0,0,0,0,5.85,0.5363,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,0.0,160.5,0,0,0,0,0,5.08,0.4399,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,1.0,160.5,0,0,0,0,0,5.11,0.4447,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,2.0,160.5,0,0,0,0,0,5.16,0.4495,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,3.0,160.5,0,0,0,0,0,5.21,0.4544,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,4.0,160.5,0,0,0,0,0,5.22,0.4592,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,5.0,160.5,0,0,0,0,0,5.27,0.464,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,6.0,160.5,0,0,0,0,0,5.32,0.4689,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,7.0,160.5,0,0,0,0,0,5.38,0.4737,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,8.0,160.5,0,0,0,0,0,5.38,0.4785,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,9.0,160.5,0,0,0,0,0,5.41,0.4834,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,10.0,160.5,0,0,0,0,0,5.46,0.4882,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,11.0,160.5,0,0,0,0,0,5.51,0.4931,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,12.0,160.5,0,0,0,0,0,5.55,0.4979,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,13.0,160.5,0,0,0,0,0,5.57,0.5028,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,14.0,160.5,0,0,0,0,0,5.69,0.5076,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,15.0,160.5,0,0,0,0,0,5.78,0.5125,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,16.0,160.5,0,0,0,0,0,5.86,0.5173,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,17.0,160.5,0,0,0,0,0,5.95,0.5222,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,18.0,160.5,0,0,0,0,0,6.03,0.5271,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,19.0,160.5,0,0,0,0,0,6.12,0.5319,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,70,19.9,160.5,0,0,0,0,0,6.19,0.5363,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,80,0.0,170.5,0,0,0,0,0,5.26,0.4398,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,80,1.0,170.5,0,0,0,0,0,5.33,0.4447,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,80,2.0,170.5,0,0,0,0,0,5.4,0.4495,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,80,3.0,170.5,0,0,0,0,0,5.48,0.4543,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,80,4.0,170.5,0,0,0,0,0,5.52,0.4591,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,80,5.0,170.5,0,0,0,0,0,5.59,0.464,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,80,6.0,170.5,0,0,0,0,0,5.65,0.4688,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,80,7.0,170.5,0,0,0,0,0,5.69,0.4736,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,80,8.0,170.5,0,0,0,0,0,5.75,0.4785,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,80,9.0,170.5,0,0,0,0,0,5.78,0.4833,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,80,10.0,170.5,0,0,0,0,0,5.85,0.4881,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,80,11.0,170.5,0,0,0,0,0,5.89,0.493,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,80,12.0,170.5,0,0,0,0,0,5.94,0.4978,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,80,13.0,170.5,0,0,0,0,0,5.97,0.5027,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,80,14.0,170.5,0,0,0,0,0,6.03,0.5076,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",2,80,15.0,170.5,0,0,0,0,0,6.07,0.5124,12.5,95,da06be4-dirty
